ingredient_name,drug_concept_id,drug_concept_name,concept_class_id,vocabulary_id,dose_form
nifedipine,41040288,Nifedipine 20 MG Extended Release Oral Tablet [Nife Isis] Box of 50 by Puren,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41040257,Nifedipine 40 MG Extended Release Oral Tablet [Cordicant] Box of 50 by Mundipharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41310668,Nifedipine 30 MG Extended Release Oral Tablet [Adalat] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41258900,Nifedipine 20 MG Extended Release Oral Tablet [Adalate] Box of 100 by Gruenewald,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40874036,Nifedipine 20 MG Extended Release Oral Tablet [Nifeclair] Box of 20,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41186234,Nifedipine 5 MG Oral Capsule [Nife Abz],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,41217510,Nifedipine 60 MG Extended Release Oral Tablet [Nifedipin Basics] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43267489,Nifedipine 30 MG Extended Release Oral Tablet [Nifedipine Xr] Box of 30 by Apotex,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41165604,Nifedipine 10 MG Oral Capsule [Jedipin] Box of 30 by Jenapharm,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,21162887,Nifedipine 30 MG Extended Release Oral Tablet [Adipin] Box of 28,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,36964230,nifedipine 10 MG Oral Capsule Box of 84 by Viatris Healthcare,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,21054760,Nifedipine 20 MG Extended Release Oral Tablet by A A H,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21064642,Nifedipine 5 MG Oral Capsule by Waymade,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,21035090,Nifedipine 20 MG Extended Release Oral Tablet [Kentipine] Box of 56 by Kent,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21162873,Nifedipine 20 MG Extended Release Oral Tablet [Nifedipress MR] by Dexcel-Pharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21123306,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] by Stephar,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21035119,Nifedipine 40 MG Extended Release Oral Tablet Box of 30 by Ennogen,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41102934,Nifedipine 40 MG Extended Release Oral Tablet [Cordicant] Box of 30 by Mundipharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41388944,30 ML Nifedipine 0.667 MG/ML Oral Solution Box of 5,Quant Clinical Box,RxNorm Extension,Oral Solution
nifedipine,40904926,Nifedipine 10 MG Oral Capsule [Corinfar],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,40842806,Nifedipine 5 MG Oral Capsule [Nifedipin Al] Box of 20,Branded Drug Box,RxNorm Extension,Oral Capsule
labetalol,43261484,Labetalol 100 MG Oral Tablet [Presolol],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,40977798,Nifedipine 10 MG Oral Capsule [Adalat] Box of 50 by Ae-Media,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41321266,Nifedipine 10 MG Oral Capsule [Nifedipat] Box of 30 by Azupharma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41134387,Nifedipine 20 MG Oral Capsule [Nifehexal] Box of 20 by Novartis,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41289989,Nifedipine 5 MG Oral Capsule Box of 30 by GDS,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,35831267,nifedipine 10 MG Oral Capsule by Sawai,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41040273,Nifedipine 10 MG Oral Capsule [Adalat] Box of 100 by Kohlpharma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41155146,Nifedipine 20 MG/ML Oral Solution [Aprical] Box of 2,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,41115910,Nifedipine 60 MG Oral Tablet Box of 100,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,43718406,20000 MG Nifedipine 0.0000499 MG/MG Oral Solution [Bukonif-5],Quant Branded Drug,RxNorm Extension,Oral Solution
nifedipine,41102939,Nifedipine 60 MG Oral Tablet [Nifedipin Stada] Box of 100 by Stada,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40956443,Nifedipine Oral Tablet [Nifical],Branded Drug Form,RxNorm Extension,Oral Tablet
labetalol,21124771,Labetalol 50 MG Oral Tablet [Trandate] by Focus,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,43272968,Nifedipine Oral Tablet [Nyefax],Branded Drug Form,RxNorm Extension,Oral Tablet
nifedipine,41155176,Nifedipine 20 MG Oral Tablet [Nife],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,40853310,Nifedipine 20 MG Oral Tablet [Duranifin] Box of 50 by Mylan,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,21026833,Labetalol 100 MG Oral Tablet by Sigma-Tau,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41029706,Nifedipine 40 MG Oral Tablet [Nifehexal] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41009180,Nifedipine 20 MG Oral Tablet [Corotrend] Box of 30 by Novartis,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40936223,Nifedipine 30 MG Oral Tablet [Nifedipin Stada] Box of 30,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,35742506,Labetalol 200 MG Delayed Release Oral Tablet by Waymade,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
labetalol,21056246,Labetalol 400 MG Oral Tablet by Waymade,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41134366,Nifedipine 20 MG Extended Release Oral Capsule [Nifedipin Heumann] Box of 30 by Heumann,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41092477,Nifedipine 5 MG Oral Capsule [Pidilat] Box of 500,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,43272973,Nifedipine 30 MG Extended Release Oral Tablet [Adefin],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21035094,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] Box of 56 by Lexon,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43801094,Nifedipine 10 MG Extended Release Oral Capsule [Nif Ten],Branded Drug,RxNorm Extension,Extended Release Oral Capsule
nifedipine,35768197,Nifedipine 10 MG Extended Release Oral Capsule by Kent,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,2926273,nifedipine 30 MG Extended Release Oral Tablet Box of 30 by APO,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,1970966,nifedipine 20 MG Extended Release Oral Tablet Box of 30 by Denk,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40990863,Nifedipine 60 MG Extended Release Oral Tablet Box of 50,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,44095554,Nifedipine Extended Release Oral Tablet [Novo-Nifedin],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35772521,Nifedipine 10 MG Extended Release Oral Capsule Box of 84 by Kent,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,43140585,Nifedipine 30 MG Extended Release Oral Tablet [NIFEDIPINE EG] Box of 90 by Eurogenerics,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
labetalol,44101888,Labetalol 100 MG Oral Tablet [Trandate] by Glaxosmithkline,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41217552,Nifedipine 0.667 MG/ML Oral Solution [Cordicant] Box of 1,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,36419776,Nifedipine 50 MG Extended Release Oral Tablet Box of 30,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35147312,Nifedipine 10 MG Extended Release Oral Tablet by Nipro,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41321259,Nifedipine 10 MG Extended Release Oral Tablet [Nifedipin Basics] Box of 100 by Basics,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40998687,Nifedipine 10 MG Extended Release Oral Tablet [Dignokonstant],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40967325,Nifedipine 40 MG Extended Release Oral Tablet [Nifedipat] Box of 20,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41115912,Nifedipine 10 MG Extended Release Oral Tablet Box of 400,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41009176,Nifedipine 20 MG Extended Release Oral Tablet [Nife 1a Pharma] Box of 100 by 1 A,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40842782,Nifedipine 10 MG Extended Release Oral Tablet [Pidilat] Box of 400,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41217531,Nifedipine 10 MG Oral Capsule [Nifedipin Abz] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41123679,Nifedipine 5 MG Oral Capsule [Nifedipat],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,41102955,Nifedipine 10 MG Oral Capsule [Adalat] Box of 100 by Hp-Pharma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,36957664,nifedipine 5 MG Oral Capsule by Viatris Healthcare,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41144253,Nifedipine Oral Capsule [Nifedipin Heumann],Branded Drug Form,RxNorm Extension,Oral Capsule
nifedipine,40998709,Nifedipine 5 MG Oral Capsule [Nife Basf] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,40874013,Nifedipine 5 MG Oral Capsule [Nifedipin Sandoz] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41084660,Nifedipine 10 MG Oral Capsule Box of 42,Clinical Drug Box,RxNorm Extension,Oral Capsule
nifedipine,35868169,nifedipine Oral Tablet [Nifuda],Branded Drug Form,RxNorm Extension,Oral Tablet
nifedipine,40925191,Nifedipine Oral Capsule [Corinfar],Branded Drug Form,RxNorm Extension,Oral Capsule
nifedipine,40936198,Nifedipine 10 MG Oral Capsule [Nife Isis] Box of 30,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41321260,Nifedipine 10 MG Oral Tablet [Nifecor] Box of 100 by 3M,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41144249,Nifedipine Oral Solution [Nifecor],Branded Drug Form,RxNorm Extension,Oral Solution
nifedipine,41290005,Nifedipine 20 MG Oral Tablet [Adalat] Box of 100 by Bayer,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,43608090,1 ML Nifedipine 20 MG/ML Oral Solution [Nifedipin-ratiopharm] by Ratiopharm,Marketed Product,RxNorm Extension,Oral Solution
nifedipine,41248612,Nifedipine 20 MG Oral Tablet [Corinfar] Box of 30,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41123688,Nifedipine 0.667 MG/ML Oral Solution [Duranifin] Box of 1,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,41092444,Nifedipine 40 MG Oral Tablet [Nifehexal],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,43585196,Nifedipine 20 MG/ML Oral Solution [Nifedipin-ratiopharm] Box of 30,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,41084666,Nifedipine 50 MG Oral Tablet Box of 50,Clinical Drug Box,RxNorm Extension,Oral Tablet
labetalol,21136432,1 ML Labetalol 15 MG/ML Oral Solution,Quant Clinical Drug,RxNorm Extension,Oral Solution
nifedipine,40874021,Nifedipine 30 MG Oral Tablet [Nifedipin Stada] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41009150,Nifedipine 10 MG Oral Tablet [Nifedipin Verla] Box of 20 by Verla,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,43162766,Nifedipine 20 MG Oral Tablet [Adalate],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,40904952,Nifedipine 20 MG Oral Tablet [Nifedipin Verla],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,40904902,Nifedipine 40 MG Oral Tablet [Nifecor] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41155118,Nifedipine 40 MG Oral Tablet [Dignokonstant],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,35755692,Nifedipine 30 MG Delayed Release Oral Tablet [Adalat LA] by Lexon,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35762101,Nifedipine Delayed Release Oral Tablet [Nimodrel XL],Branded Drug Form,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,2064019,nifedipine 33 MG Extended Release Oral Tablet [NIFEDSOL] by Aestura,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21035104,Nifedipine 10 MG Extended Release Oral Tablet [Cardilate MR] Box of 56 by TEVA,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35161745,Nifedipine 10 MG Oral Capsule by Toyo Capsule,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,35150859,Nifedipine 10 MG Extended Release Oral Tablet by Nichi-Iko,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41060914,Nifedipine 20 MG Extended Release Oral Tablet [Nifedipin Abz] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40725317,Nifedipine 10 MG Extended Release Oral Tablet by Sigma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40853290,Nifedipine 5 MG Oral Capsule Box of 20 by Sebapharma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,42657631,Nifedipine 30 MG Extended Release Oral Capsule Box of 28 by Eurogenerics,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,40959642,Nifedipine 20 MG/ML Oral Solution Box of 5,Clinical Drug Box,RxNorm Extension,Oral Solution
nifedipine,41071542,Nifedipine 10 MG Extended Release Oral Tablet [Nifehexal] Box of 50 by Novartis,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40946800,Nifedipine 10 MG Extended Release Oral Tablet [Pidilat] Box of 20 by Mylan,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,44036758,Nifedipine 60 MG Extended Release Oral Tablet [NIFEDIPINE MYLAN] by Mylan,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41186193,Nifedipine 40 MG Extended Release Oral Tablet [Corinfar] Box of 250,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41321276,Nifedipine 5 MG Oral Capsule [Nife Puren] Box of 20 by Puren,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40946824,Nifedipine 5 MG Oral Capsule [Duranifin] Box of 100 by Mylan,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,35145004,Nifedipine 20 MG Extended Release Oral Tablet by Nipro,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21064617,Nifedipine Extended Release Oral Tablet [Calchan MR],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,36066802,nifedipine 30 MG Extended Release Oral Tablet [Adalat LA] by Pilsco,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41387389,30 ML Nifedipine 0.667 MG/ML Oral Solution [Aprical] Box of 2,Quant Branded Box,RxNorm Extension,Oral Solution
nifedipine,40936248,Nifedipine 20 MG Extended Release Oral Tablet [Cordicant] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41029714,Nifedipine 60 MG Extended Release Oral Tablet [Adalat] Box of 400,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41228064,Nifedipine 10 MG Oral Capsule [Nifical] Box of 50 by Sanofi,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41186219,Nifedipine 10 MG Oral Capsule [Nifedipin Verla] Box of 30,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41165605,Nifedipine 10 MG Oral Capsule [Corotrend] Box of 50 by Novartis,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41018684,Nifedipine Oral Capsule [Corotrend],Branded Drug Form,RxNorm Extension,Oral Capsule
nifedipine,40936201,Nifedipine 10 MG Oral Capsule [Adalat] Box of 42,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,21035102,Nifedipine 10 MG Extended Release Oral Tablet Box of 56 by Colorama,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41009147,Nifedipine 60 MG Extended Release Oral Tablet Box of 100 by Ratiopharm,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41310642,Nifedipine 10 MG Oral Capsule [Nifedipin Stada] Box of 500,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41009168,Nifedipine 5 MG Oral Capsule [Aprical] Box of 30 by Medice,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40936205,Nifedipine 5 MG Oral Capsule [Nifehexal],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,40725310,Nifedipine 10 MG Oral Capsule [Adalat] by Necessity Supplies,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41279372,Nifedipine 20 MG Oral Tablet [Nifelat] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41388219,30 ML Nifedipine 20 MG/ML Oral Solution [Duranifin],Quant Branded Drug,RxNorm Extension,Oral Solution
nifedipine,41258880,Nifedipine 30 MG Oral Tablet [Nife-Ct] Box of 30 by AbZ-Pharma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40842795,Nifedipine 10 MG Oral Capsule [Adalat] Box of 250,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41155179,Nifedipine 20 MG Oral Tablet [Dignokonstant] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41040256,Nifedipine 40 MG Oral Tablet [Dignokonstant] Box of 100 by Daiichi Sankyo,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40936215,Nifedipine 0.667 MG/ML Oral Solution [Corotrend] Box of 1,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,41388664,30 ML Nifedipine 20 MG/ML Oral Solution Box of 1,Quant Clinical Box,RxNorm Extension,Oral Solution
labetalol,40727610,Labetalol 200 MG Oral Tablet by Sigma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41310681,Nifedipine 20 MG Oral Tablet [Nife Wolff] Box of 30,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40904916,Nifedipine 10 MG Oral Tablet [Pidilat] Box of 1000,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40884533,Nifedipine 20 MG Oral Tablet [Nifedipin Verla] Box of 100 by Verla,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40904918,Nifedipine 10 MG Oral Tablet [Nifelat] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,36273070,Labetalol 200 MG Oral Tablet [Trandate] Box of 75,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,41062421,Labetalol 100 MG Oral Tablet [Trandate] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,41062419,Labetalol 400 MG Oral Tablet [Trandate] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41009184,Nifedipine 20 MG Oral Tablet [Adalat] Box of 100 by Mevita,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41217514,Nifedipine 60 MG Oral Tablet [Adalat] Box of 98,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,41312230,Labetalol 200 MG Delayed Release Oral Tablet [Trandate] Box of 2500,Branded Drug Box,RxNorm Extension,Delayed Release Oral Tablet
labetalol,41000212,Labetalol 200 MG Delayed Release Oral Tablet [Trandate] Box of 500,Branded Drug Box,RxNorm Extension,Delayed Release Oral Tablet
labetalol,43163210,Labetalol 200 MG Delayed Release Oral Tablet,Clinical Drug,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,21035103,Nifedipine 10 MG Extended Release Oral Tablet [Nifedipress MR] Box of 56 by TEVA,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35141425,Nifedipine 5 MG Oral Capsule by Toyo Capsule,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41387759,30 ML Nifedipine 0.667 MG/ML Oral Solution [Duranifin] Box of 1 by Mylan,Marketed Product,RxNorm Extension,Oral Solution
nifedipine,783883,Nifedipine 60 MG Extended Release Oral Capsule [Adalat] Box of 56 by PI-Pharma,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,35775349,Nifedipine 10 MG Extended Release Oral Capsule [Adalat] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,35831257,nifedipine 0.01 MG/MG Oral Granules [Sepamit],Branded Drug,RxNorm Extension,Oral Granules
nifedipine,41060885,Nifedipine 20 MG/ML Oral Solution [Nifedipin Stada],Branded Drug,RxNorm Extension,Oral Solution
nifedipine,42935148,Nifedipine 33 MG Extended Release Oral Tablet [ADALAT OROS],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41321294,Nifedipine 20 MG Extended Release Oral Tablet [Nife] Box of 30 by AbZ-Pharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41290001,Nifedipine 20 MG Extended Release Oral Tablet [Nife-Ct] Box of 50 by AbZ-Pharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35159232,Nifedipine 5 MG Oral Capsule by Sawai Seiyaku,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41123709,Nifedipine 20 MG Extended Release Oral Tablet [Nife] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40936240,Nifedipine 20 MG Extended Release Oral Tablet [Nifedipin 1a Pharma] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41217558,Nifedipine 20 MG Extended Release Oral Capsule [Nifedipat],Branded Drug,RxNorm Extension,Extended Release Oral Capsule
nifedipine,43206508,Nifedipine 30 MG Extended Release Oral Tablet Box of 30,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,42935156,Nifedipine Extended Release Oral Tablet [ADAPINEOSMO],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41279362,Nifedipine 30 MG Extended Release Oral Tablet [Nifedipin Basics] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40946830,Nifedipine 20 MG Extended Release Oral Tablet [Nifical] Box of 100 by Sanofi,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40936185,Nifedipine 10 MG Extended Release Oral Tablet [Pidilat],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40842774,Nifedipine 40 MG Extended Release Oral Tablet [Nife Wolff] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41228082,Nifedipine 30 MG Extended Release Oral Tablet [Adalat] Box of 42 by Bayer,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41029745,Nifedipine 20 MG Extended Release Oral Tablet [Nifedipin Ksk],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40977812,Nifedipine 30 MG Extended Release Oral Tablet Box of 100 by Ratiopharm,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41186261,Nifedipine 20 MG Extended Release Oral Tablet [Dignokonstant] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40853302,Nifedipine 20 MG Extended Release Oral Tablet [Nifehexal] Box of 20 by Novartis,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41248584,Nifedipine 5 MG Oral Capsule [Nife Abz] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41165615,Nifedipine 5 MG Oral Capsule [Nifedipin Heumann] Box of 100 by Heumann,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41134352,Nifedipine 10 MG Oral Capsule [Adalat] Box of 50 by Mtk,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41123669,Nifedipine 10 MG Oral Capsule [Nife Klast] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,21162875,Nifedipine 20 MG Extended Release Oral Tablet [Cardilate MR] Box of 56 by Ivax,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21133178,Nifedipine 10 MG Extended Release Oral Tablet by Ethigen,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40998711,Nifedipine 5 MG Oral Capsule [Nife Abz] Box of 30,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,40853288,Nifedipine 5 MG Oral Capsule [Nifedipin Al] Box of 50 by Aliud,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,36066800,nifedipine 30 MG Extended Release Oral Tablet [Adalat LA] Box of 28 by Pilsco,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21025350,Nifedipine 30 MG Extended Release Oral Tablet [Adanif XL] by Focus,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35130953,Nifedipine Oral Tablet [Nirena],Branded Drug Form,RxNorm Extension,Oral Tablet
nifedipine,21074568,Nifedipine 30 MG Extended Release Oral Tablet [Slofedipine XL] Box of 28 by Zentiva,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41060925,Nifedipine 20 MG Extended Release Oral Tablet [Cordicant] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40842807,Nifedipine 5 MG Oral Capsule [Nife Puren] Box of 20,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41289975,Nifedipine 10 MG Oral Capsule [Nife Isis] Box of 50 by Puren,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40967344,Nifedipine 10 MG Oral Capsule [Pidilat],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,40915466,Nifedipine 5 MG Oral Capsule [Duranifin] Box of 30 by Mylan,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,43717720,10000 MG Nifedipine 0.0000499 MG/MG Oral Solution [Bukonif-5] by Dr. Kurt Burghart,Marketed Product,RxNorm Extension,Oral Solution
nifedipine,35868170,nifedipine Oral Tablet [Degaoning],Branded Drug Form,RxNorm Extension,Oral Tablet
nifedipine,21054768,Nifedipine 10 MG Oral Capsule [Adalat] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41102951,Nifedipine 10 MG Oral Capsule [Nife Puren] Box of 100 by Puren,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,43837371,Nifedipine 20 MG/ML Oral Solution Box of 30,Clinical Drug Box,RxNorm Extension,Oral Solution
nifedipine,41165640,Nifedipine 20 MG Oral Tablet [Adalat] Box of 50 by Kohlpharma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41102940,Nifedipine 60 MG Oral Tablet [Aprical] Box of 50 by Medice,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41060928,Nifedipine 20 MG Oral Tablet [Adalat] Box of 1000,Branded Drug Box,RxNorm Extension,Oral Tablet
